,page_url,image_url,author,title,annotation,genre
19,https://www.biblio-globus.ru/product/10494052,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10494052.jpg,Дойл А. К.,Собака Баскервилей. Его прощальный поклон. Архив Шерлока Холмса,"Английский врач и писатель сэр Артур Конан Дойл известен всему миру как непревзойденный мастер детективного жанра, автор множества произведений о гениальном сыщике Шерлоке Холмсе и его верном друге докторе Ватсоне. Классические переводы этих рассказов и романов, делавшиеся давно и множеством разных переводчиков, страдают известными недостатками: расхождения,  пропуски, откровенные ошибки. Вашему вниманию предлагается заключительный том (роман «Собака Баскервилей», сборники «Его прощальный поклон» и «Архив Шерлока Холмса») из давно готовившегося четырехтомника с полным переводом всего холмсовского канона. Это воистину уникальное издание: все произведения цикла переведены заново Людмилой Бриловой и Сергеем Сухаревым — мастерами, чьи переводы Кадзуо Исигуро и Рэя Брэдбери, Фрэнсиса Скотта Фицджеральда и Чарльза Паллисера, Томаса Де Квинси, Германа Мелвилла и других давно стали классическими. При этом в каждый том включено множество дополнительных материалов: предисловия к ранним публикациям, воспоминания Конан Дойла, касающиеся тех или иных произведений, некоторые интервью писателя. Плюс каждый том снабжен обширнейшими комментариями и богато иллюстрирован лучшими классическими рисунками. В данную книгу включен полный комплект иллюстраций, сопровождавших исходную публикацию в журнале «Стрэнд» романа «Собака Баскервилей» и всех рассказов из обоих сборников, — иллюстраций Сидни Пэджета, Уолтера Пэджета, Гилберта Холидея и других художников.",Классическая литература
20,https://www.biblio-globus.ru/product/10388020,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10388020.jpg,Леонов Л. М.,Русский лес,"Поэтический миф о единстве мира, в котором человек обретает счастье, лишь осознав себя его частью, «кровинкой» и «былинкой», и доверившись главному закону природы – закону таинственной связи всего живого на земле, закону памяти о далеких и близких предках… Роман Леонида Леонова «Русский лес» (1953), несмотря на горячие споры, которые он вызвал, почти сразу был признан одним из наиболее значимых произведений отечественной литературы и по сей день остается в ее «золотом фонде». «Одним из главных русских писателей XXI века» (Дм. Быков), мыслителем-провидцем называют Леонова современные критики, книги которого еще ждут своего читателя.",Классическая литература
21,https://www.biblio-globus.ru/product/10236744,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10236744.jpg,Тургенев И. С.,Отцы и дети,"«Отцы и дети» — самый известный и самый философский из всех романов Тургенева. Задумывая роман, Тургенев пытался осмыслить характер и направление «новых людей» — героев новой эпохи в общественной жизни России. Так кто же он такой — тургеневский Базаров, если сам автор говорил о нем: «Хотел ли я обругать Базарова или его превознести? Я этого сам не знаю...»",Классическая литература
22,https://www.biblio-globus.ru/product/10918975,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10918975.jpg,Бронте  Ш.,Джейн Эйр. Роман,"Главная героиня одного из самых популярных романов на планете Джейн Эйр – девушка удивительной силы воли и твердых убеждений. Еще с детства она не боялась дать отпор обидчикам, навлекая на себя гнев тетки, в чьем доме находилась на попечении. Несмотря на родственную связь и обещание, данное супругу (воспитать его племянницу как собственное дитя), опекунша относилась к малышке с неприязнью и видела в ней лишь обузу. Это начало истории о девочке, которой суждено еще не раз столкнуться с трудностями на пути к самостоятельной жизни... Роман, вышедший в середине XIX века, вызвал большой общественный резонанс, породив как восхищение, так и негодование критиков и публики.",Классическая литература
23,https://www.biblio-globus.ru/product/10917779,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10917779.jpg,Диккенс Ч. ,Лавка древностей,"Переплетение реалистического повествования и сказки с элементами готики, «причудливыми», «странными и гротескными» персонажами, мрачными тайнами. В романе о Нелл, маленькой девочке «бесконечно милого нрава», ее деде, выжившем из ума картежнике-мечтателе, и преследующем их жестоком карлике ростовщике Квилпе — вечная тема противостояния добра и зла. Один из самых трогательных романов Чарльза Диккенса.",Классическая литература
24,https://www.biblio-globus.ru/product/10908140,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10908140.jpg,Салтыков-Щедрин М.Е. ,История одного города,"Летопись города Глупова, в котором у одного градоначальника вместо мозга приборчик с записанными скриптами, а у другого вообще голова фарширована трюфелями. При этом третий пишет устав «о нестеснении градоначальников законами», а четвертый мечтает сделать одинаковые дома для одинаковых людей. Фантастика, скажете вы? Не совсем, скорее гротеск. Такой прием, который, как увеличительное стекло со встроенным фонариком, помогает автору подсветить — а читателю увидеть — главное. Михаил Евграфович Салтыков-Щедрин, знавший жизнь в столице и провинции со всех сторон, не фантазировал, а писал своих персонажей с натуры. Не только градоначальников, но и жителей города Глупова. Кстати, что же делают последние, пока чудят первые? Узнаете в книге.",Классическая литература
25,https://www.biblio-globus.ru/product/10908606,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10908606.jpg,Толстой А.К. ,История России в стихах. Подробный иллюстрированный комментарий.,"«Веселая царица была Елисавет: поет и веселится, порядка только нет».В издании приводится текст знаменитой поэмы А. К. Толстого в 83 стихах, повествующей об истории государства Российского от Гостомысла до Тимашева, и подробный иллюстрированный комментарий к стихам, позволяющий внимательно, как будто заглядывая в словари и энциклопедии, прочитать одно из любимых произведений выдающегося писателя.Книга подготовлена с использованием технологии «книга в книге», органично соединяющей справочный материал (более 500 статей и более 100 изображений) и текст поэмы.В оформлении использованы иллюстрации Екатерины Климовой.Комментарии и подбор изображений Оксаны Бариновой.Издание будет полезно всем детям и взрослым, внимательно читающим русскую классическую литературу.",Классическая литература
26,https://www.biblio-globus.ru/product/10905455,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10905455.jpg,Додж М.М. ,Серебряные коньки,"Книги Мэри Мэйп Додж (1831 – 1905) оказали значительное влияние на американскую детскую литературу. ""Серебряные коньки"" наиболее известный ее роман о голландских подростках середины XIX века. Занимательный мелодраматический сюжет переплетается с легендами и историческими фактами и необыкновенно яркими описаниями путешествия мальчиков на коньках по каналам удивительной Голландии.В маленьком городке Бруке намечаются состязания юных конькобежцев. Победителя ждет заветный приз — Серебряные коньки. Больше всех о них грезят дети бедняков Бринкеров, Ханс и Гретель, чей отец десять лет назад упал с плотины и стал калекой. И хотя эта мечта кажется им недостижимой, накануне Рождества, когда сам воздух пахнет волшебством, обязательно случаются чудеса.",Классическая литература
27,https://www.biblio-globus.ru/product/10879351,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10879351.jpg,Кафка Ф.,Пропавший без вести (Америка),"Когда у тебя совсем никого нет, такое счастье хоть кому-то излить душу.Франц КафкаПорядочный и добрый юноша Карл Росман, герой книги Франца Кафки «Пропавший без вести (Америка)», приезжает в Америку, надеясь, что может прилежным трудом обеспечить себе достойную жизнь. Однако в мире, где право силы превозмогает силу права, где голод и страх подстерегают человека на каждом шагу, — в таком мире судьба человека зависит от каких угодно случайностей, но только не от его воли. Слишком часто лишь утрата человечности дает шанс достичь удачи, а поскольку Карл Росман не желает расставаться с добрыми побуждениями, судьба манит его призраками удачи, чтобы с жестокостью снова бросить на самое дно жизни.",Классическая литература
28,https://www.biblio-globus.ru/product/10858395,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10858395.jpg,Пушкин А.,&quot;Я вас любил...&quot;,"Поэзия Пушкина универсальна и обманчиво-проста. «Характеристическая черта гения Пушкина, — писал И. И. Пущин, — разнообразие. Не было почти явления в природе, события в общественной жизни, которые бы прошли мимо его, не вызвав дивных и неподражаемых звуков его музы…». В настоящем издании собраны самые известные стихотворения А. С. Пушкина, вошедшие в сокровищницу мировой литературы и дающие представление о развитии его поэтического дара — от первых шутливых лицейских стихотворений до поздней философской лирики.",Классическая литература
29,https://www.biblio-globus.ru/product/10855007,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10855007.jpg,Оруэлл Д. ,1984 (новый перевод),"Своеобразный антипод второй великой антиутопии XX века - ""О дивный новый мир"" Олдоса Хаксли. Что, в сущности, страшнее: доведенное до абсурда ""общество потребления"" - или доведенное до абсолюта ""общество идеи""? По Оруэллу, нет и не может быть ничего ужаснее тотальной несвободы...",Классическая литература
30,https://www.biblio-globus.ru/product/10849630,https://static1.bgshop.ru/imagehandler.ashx?width=200&filename=10849630.jpg,Лермонтов М.Ю. ,Стихотворения,"Лермонтов - второй по таланту и значению поэт России, вершинное явление русского романтизма, к романтизму несводимое, бунтарь, не только разоблачивший общество своего времени и свое поколение, морально павшее, предавшееся низменной прозе жизни, но и глубоко неудовлетворенный всем мироустройством, не смирявшийся с человеческим существованием, которое заканчивается смертью и забвением, - хотя знал он и минуты умиротворенности, непосредственного приятия окружающего.",Классическая литература
